Net sales,Gratuity,Tax amount,Fundraising Contributions,Fundraising Contribution Refunds,Tips,Deferred (gift cards),Deferred (house accounts),Deferred (other),deferredTaxAmount,Paid in total,Total
2845.6,19.8,243.19,,,686.45,,,,0,0,3795.04
